token_address,wallet_address,token_symbol,holder_concentration,liquidity_lock_ratio,creator_tx_pattern,buy_sell_ratio,contract_similarity_score,fund_flow_pattern,price_change_24h,liquidity_usd,volume_24h,total_jobs,completion_rate,trust_score,age_days,lp_drain_rate,deployer_age_days,token_supply_concentration,renounced_ownership,verified_contract,social_presence_score,audit_score,bonding_curve_position,lp_locked_pct,creator_other_tokens,creator_wallet_age,holder_count_norm,top10_holder_pct,acp_job_count,acp_completion_rate,acp_trust_score,token_age_days_norm,volume_to_mcap_ratio,price_volatility_7d,social_presence,is_honeypot,is_mintable,hidden_owner,slippage_modifiable,buy_tax,sell_tax,creator_percent,owner_percent,has_dex_data,is_virtuals_token,raw_liquidity_usd,raw_volume_24h,raw_market_cap,raw_price_change_24h,raw_token_age_days,raw_trust_score,raw_total_jobs,raw_holder_count,raw_top10_holder_pct,label,label_reason,data_source
0xdf2fd7dd75143a5010f145440d49748275e362a3,0xAf93672631F8171f93f7CC4443dF42adE48F3c61,WINT,1.0,0.0,0.5,0.5319148936170213,0.3,0.0,0.1842,0.8213640652442928,0.66222811185016,0.909691834901066,0.9219,0.96,0.703738710512938,0.0,0.5,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.5,0.7913865953826134,1.0,0.909691834901066,0.9219,0.96,0.703738710512938,0.0458223863724955,0.1842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,84757.79,9404.22,205232.0,18.42,320.37131484358895,96,35355,9055,100.0,0,legit_trust96_jobs35355_liq$84758,virtuals_agent
0xe6ab1cc1307b496748753e017f3dbb4d4378ca3f,0x703C32391A44BC6aC3dAE30508FB9C5843Ad35a4,MANEKI,0.717221000035724,0.0,0.5,0.3333333333333333,0.3,0.0,0.2867,0.7846882998659613,0.5645898444376746,0.6936688635723246,0.9147,0.96,0.693383209618593,0.0,0.5,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.5,0.8512754512015632,0.717221000035724,0.6936688635723246,0.9147,0.96,0.693383209618593,0.0187488185164408,0.2867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,51064.8,2439.84,130133.0,28.67,294.2001342881238,96,2939,18045,71.7221000035724,0,legit_trust96_jobs2939_liq$51065,virtuals_agent
0xa2d4aec94ba0896d95ccc5451c9525b9ec0314de,0xD6953d089D6331893C80561802C7C8a828BB1A6C,SS,0.7090902552345788,0.0,0.5,0.25,0.3,0.0,0.1634,0.7652633702876057,0.500432241053506,0.442437136586699,0.733,0.86,0.6853113202995592,0.0,0.5,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.5,0.6257439133561455,0.7090902552345788,0.442437136586699,0.733,0.86,0.6853113202995592,0.0144268672571453,0.1634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,39045.36,1004.99,69661.0,16.34,275.2874491030121,86,162,1344,70.90902552345788,0,legit_trust86_jobs162_liq$39045,virtuals_agent
0x7cdf718bf4b57aac1a2b4a81727314841a660fe6,0x359Ec167BDfBAfd57D66A13E532185D03A290978,0,0.0,0.0,0.5,0.6146483128344454,0.3,0.0,0.0,0.7470205337673275,0.6495678796326749,0.7450509661321814,0.9896,1.0,0.4995194994556171,0.0,0.5,0.0,0,0,0.455703602281965,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.7450509661321814,0.9896,1.0,0.6809074675321393,0.0,0.0,0.8716106239178503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100,5311,0,0.0,0,db_legit_trust100_jobs5311,virtuals_agent_db_only
0x895955650d64e36ddcc1a3c5a92674b651577e8a,0x4b33758d85678Ea86cD875AF8caF318462268Ba8,0,0.0,0.0,0.5,0.4999195960900152,0.3,0.0,0.0,0.8233483729595846,0.664261662391477,0.5953611503460742,0.9979,1.0,0.5689386088962138,0.0,0.5,0.0,0,0,0.986804781038782,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5953611503460742,0.9979,1.0,0.6484527880904355,0.0,0.0,0.6753510127351052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100,947,0,0.0,0,db_legit_trust100_jobs947,virtuals_agent_db_only
0x2550655c193f85341ef13034cc13762646118d03,0x22B6860B1212314C42DfFB33d1959df9cFcF163c,0,0.0,0.0,0.5,0.6406335789403889,0.3,0.0,0.0,0.8290303413799897,0.5157383573029891,0.560827399341016,0.9891,1.0,0.6924746037983148,0.0,0.5,0.0,0,0,0.485826453766078,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.560827399341016,0.9891,1.0,0.5330091668529211,0.0,0.0,0.3758817830502977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100,636,0,0.0,0,db_legit_trust100_jobs636,virtuals_agent_db_only
0xb4874895952af1978335a03923afd9dd2d428faa,0x781A0A4F25Dd57AB14f60E72D4A4ed7df86cf632,0,0.0,0.0,0.5,0.5278557649173695,0.3,0.0,0.0,0.7775726290426601,0.6440217821147937,0.5496371279948836,0.9929,1.0,0.5791881202037118,0.0,0.5,0.0,0,0,0.5696368033413091,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5496371279948836,0.9929,1.0,0.6426301597044238,0.0,0.0,0.7036116304476197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100,559,0,0.0,0,db_legit_trust100_jobs559,virtuals_agent_db_only
0x2825c5205a5a6ba078e9e33514f4d0bb2e07dbac,0x1E163387d9fc5C3df5F80a67F1127320a81014D0,0,0.0,0.0,0.5,0.5538787289878452,0.3,0.0,0.0,0.7754442672914047,0.6622695070152291,0.8274637724977617,0.9693,0.99,0.6540966761069591,0.0,0.5,0.0,0,0,0.5106649121958957,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.8274637724977617,0.9693,0.99,0.6846343618543488,0.0,0.0,0.6835560491949887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99,13718,0,0.0,0,db_legit_trust99_jobs13718,virtuals_agent_db_only
0xabd3718656dbb5547d6b426c18b03848d18981ea,0x41DA15e75c76AcdDb57B517Ce4db237B6c6c1841,0,0.0,0.0,0.5,0.4424228490495137,0.3,0.0,0.0,0.7338608998749782,0.6133218297258209,0.7020010928406938,0.9809,0.99,0.6844395659482739,0.0,0.5,0.0,0,0,0.3593568757075852,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.7020010928406938,0.9809,0.99,0.6711199513765252,0.0,0.0,0.6608164069406515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99,3235,0,0.0,0,db_legit_trust99_jobs3235,virtuals_agent_db_only
0xcd31c4b96faaeee486451c52fd50d9096f48afba,0x9B4c4091Ca44Bab0C874996a7FE05E61e16FabAb,0,0.0,0.0,0.5,0.5640145027779461,0.3,0.0,0.0,0.7284260349325693,0.6407969452360581,0.6489537886277785,0.9712,0.99,0.622083590564171,0.0,0.5,0.0,0,0,0.3038813726966222,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6489537886277785,0.9712,0.99,0.5575479167429468,0.0,0.0,0.8256751336329309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99,1756,0,0.0,0,db_legit_trust99_jobs1756,virtuals_agent_db_only
